*Hour,OtherRenewables
203,38.4
204,41.6
205,38.4
206,41.6
207,38.4
208,41.6
209,44.8
210,41.6
211,195.8
212,192.6
213,192.6
214,195.8
215,192.6
216,192.6
217,189.4
218,192.6
219,189.4
220,189.4
221,189.4
222,192.6
223,189.4
224,38.4
225,38.4
226,38.4
227,38.4
228,41.6
229,38.4
230,38.4
231,41.6
232,41.6
233,41.6
234,195.8
235,192.6
236,192.6
237,192.6
238,192.6
239,192.6
240,192.6
241,189.4
242,189.4
243,192.6
244,189.4
245,189.4
246,189.4
247,189.4
248,38.4
249,38.4
250,38.4
251,38.4
252,38.4
253,38.4
254,38.4
255,38.4
256,38.4
257,195.8
258,543.6
259,543.6
260,359.8344
261,543.6
262,543.6
263,543.6
264,543.6
265,540.4
266,543.6
267,540.4
268,540.4
269,540.4
270,540.4
271,189.4
272,41.6
273,38.4
274,38.4
275,38.4
276,38.4
277,38.4
278,38.4
279,38.4
280,38.4
281,192.6
282,543.6
283,543.6
284,543.6
285,543.6
286,543.6
287,543.6
288,543.6
289,543.6
290,540.4
291,540.4
292,540.4
293,540.4
294,540.4
295,189.4
296,38.4
297,38.4
298,38.4
299,41.6
300,38.4
301,38.4
302,41.6
303,41.6
304,44.8
305,543.6
306,546.8
307,543.6
308,546.8
309,543.6
310,546.8
311,543.6
312,546.8
313,540.4
314,540.4
315,543.6
316,540.4
317,543.6
318,540.4
319,540.4
320,543.6
321,540.4
322,543.6
323,540.4
324,509.8036
325,192.6
326,189.4
327,217.6808
328,352.7434
329,543.6
330,543.6
331,546.8
332,543.6
333,202.4957
334,274.479
335,258.4793
336,543.6
337,543.6
338,540.4
339,540.4
340,543.6
341,540.4
342,540.4
343,543.6
344,540.4
345,540.4
346,543.6
347,540.4
348,540.4
349,543.6
350,540.4
351,543.6
352,546.8
353,543.6
354,543.6
355,543.6
356,546.8
357,543.6
358,543.6
359,546.8
360,543.6
361,540.4
362,540.4
363,543.6
364,540.4
365,540.4
366,540.4
367,540.4
368,41.6
369,38.4
370,38.4
371,41.6
372,38.4
373,38.4
374,41.6
375,44.8
376,41.6
377,41.6
378,192.6
379,543.6
380,195.8
381,192.6
382,192.6
383,195.8
384,543.6
385,189.4
386,189.4
387,189.4
388,540.4
389,189.4
390,189.4
391,38.4
392,38.4
393,38.4
394,38.4
395,38.4
396,38.4
397,38.4
398,38.4
399,44.8
400,38.4
401,44.8
402,543.6
403,543.6
404,543.6
405,540.4
406,543.6
407,543.6
408,543.6
409,540.4
410,540.4
411,540.4
412,540.4
413,540.4
414,540.4
415,540.4
416,540.4
417,540.4
418,540.4
419,540.4
420,540.4
421,540.4
422,540.4
423,543.6
424,543.6
425,546.8
426,543.6
427,543.6
428,543.6
429,543.6
430,543.6
431,543.6
432,543.6
433,540.4
434,540.4
435,540.4
436,540.4
437,540.4
438,540.4
439,543.6
440,38.4
441,38.4
442,38.4
443,38.4
444,38.4
445,38.4
446,38.4
447,41.6
448,41.6
449,41.6
450,543.6
451,543.6
452,543.6
453,546.8
454,543.6
455,543.6
456,543.6
457,540.4
458,540.4
459,540.4
460,540.4
461,540.4
462,540.4
463,540.4
464,189.4
465,189.4
466,189.4
467,189.4
468,192.6
469,436.5814
470,192.6
471,192.6
472,543.6
473,546.8
474,543.6
475,546.8
476,543.6
477,543.6
478,546.8
479,543.6
480,543.6
481,543.6
482,540.4
483,540.4
484,543.6
485,189.4
486,428.8085
487,540.4
488,38.4
489,41.6
490,38.4
491,41.6
492,38.4
493,38.4
494,41.6
495,38.4
496,38.4
497,195.8
498,192.6
499,192.6
500,195.8
501,192.6
502,192.6
503,192.6
504,195.8
505,540.4
506,540.4
507,543.6
508,540.4
509,540.4
510,540.4
511,540.4
512,41.6
513,38.4
514,38.4
515,41.6
516,38.4
517,38.4
518,38.4
519,38.4
520,189.4
521,192.6
522,195.8
523,192.6
524,192.6
525,192.6
526,192.6
527,192.6
528,44.8
529,38.4
530,38.4
531,38.4
532,38.4
533,38.4
534,38.4
535,38.4
536,38.4
537,38.4
538,38.4
539,41.6
540,38.4
541,38.4
542,38.4
543,41.6
544,41.6
545,41.6
546,41.6
547,192.6
548,192.6
549,516.8786
550,546.8
551,543.6
552,543.6
553,540.4
554,540.4
555,540.4
556,540.4
557,540.4
558,296.5363
559,38.4
560,38.4
561,38.4
562,38.4
563,38.4
564,38.4
565,41.6
566,38.4
567,38.4
568,41.6
569,41.6
570,195.8
571,192.6
572,189.4
573,356.8829
574,250.3727
575,543.6
576,546.8
577,540.4
578,540.4
579,543.6
580,540.4
581,540.4
582,543.6
583,540.4
584,38.4
585,38.4
586,41.6
587,38.4
588,38.4
589,38.4
590,41.6
591,41.6
592,44.8
593,543.6
594,546.8
595,543.6
596,543.6
597,543.6
598,546.8
599,543.6
600,543.6
601,540.4
602,543.6
603,540.4
604,540.4
605,540.4
606,303.1569
607,189.4
608,189.4
609,189.4
610,192.6
611,189.4
612,192.6
613,189.4
614,543.6
615,540.4
616,543.6
617,546.8
618,543.6
619,546.8
620,543.6
621,543.6
622,192.6
623,543.6
624,546.8
625,540.4
626,540.4
627,540.4
628,543.6
629,540.4
630,38.4
631,38.4
632,41.6
633,38.4
634,41.6
635,38.4
636,41.6
637,38.4
638,38.4
639,38.4
640,44.8
641,41.6
642,41.6
643,41.6
644,41.6
645,41.6
646,44.8
647,41.6
648,41.6
649,38.4
650,38.4
651,41.6
652,38.4
653,38.4
654,38.4
655,38.4
656,41.6
657,38.4
658,38.4
659,38.4
660,38.4
661,38.4
662,38.4
663,41.6
664,41.6
665,41.6
666,195.8
667,192.6
668,192.6
669,192.6
670,192.6
671,195.8
672,192.6
673,540.4
674,540.4
675,543.6
676,540.4
677,540.4
678,540.4
679,540.4
680,540.4
681,192.6
682,540.4
683,540.4
684,189.4
685,540.4
686,540.4
687,543.6
688,543.6
689,543.6
690,543.6
691,543.6
692,543.6
693,543.6
694,543.6
695,543.6
696,546.8
697,540.4
698,540.4
699,540.4
700,540.4
701,540.4
702,540.4
703,38.4
704,38.4
705,38.4
706,38.4
707,38.4
708,38.4
709,38.4
710,41.6
711,41.6
712,41.6
713,41.6
714,192.6
715,543.6
716,192.6
717,543.6
718,546.8
719,543.6
720,189.4
721,189.4
722,189.4
723,189.4
724,189.4
725,189.4
726,186.2
727,38.4
728,38.4
729,35.2
730,38.4
731,38.4
732,38.4
733,38.4
734,38.4
735,195.8
736,543.6
737,543.6
738,540.4
739,543.6
740,543.6
741,543.6
742,543.6
743,543.6
744,543.6
745,189.4
746,189.4
747,540.4
748,186.2
749,540.4
750,189.4
751,38.4
752,38.4
753,35.2
754,38.4
755,38.4
756,41.6
757,38.4
758,41.6
759,41.6
760,41.6
761,41.6
762,41.6
763,192.6
764,192.6
765,195.8
766,192.6
767,192.6
768,192.6
769,189.4
770,189.4
771,192.6
772,189.4
773,189.4
774,189.4
775,38.4
776,38.4
777,38.4
778,38.4
779,38.4
780,38.4
781,38.4
782,41.6
783,44.8
784,41.6
785,41.6
786,41.6
787,41.6
788,192.6
789,192.6
790,192.6
791,195.8
792,192.6
793,189.4
794,189.4
795,189.4
796,38.4
797,41.6
798,38.4
799,38.4
800,38.4
801,38.4
802,38.4
803,41.6
804,41.6
805,38.4
806,41.6
807,38.4
808,44.8
809,41.6
810,44.8
811,192.6
812,192.6
813,195.8
814,192.6
815,195.8
816,192.6
817,189.4
818,192.6
819,189.4
820,192.6
821,189.4
822,189.4
823,41.6
824,38.4
825,41.6
826,38.4
827,38.4
828,41.6
829,38.4
830,41.6
831,41.6
832,44.8
833,41.6
834,192.6
835,195.8
836,192.6
837,192.6
838,192.6
839,195.8
840,192.6
841,540.4
842,540.4
843,543.6
844,540.4
845,540.4
846,543.6
847,38.4
848,38.4
849,41.6
850,38.4
851,41.6
852,38.4
853,38.4
854,38.4
855,41.6
856,38.4
857,38.4
858,192.6
859,192.6
860,195.8
861,192.6
862,192.6
863,195.8
864,192.6
865,189.4
866,192.6
867,189.4
868,189.4
869,189.4
870,189.4
871,38.4
872,38.4
873,38.4
874,41.6
875,38.4
876,38.4
877,38.4
878,38.4
879,38.4
880,41.6
881,192.6
882,192.6
883,192.6
884,192.6
885,192.6
886,192.6
887,192.6
888,192.6
889,38.4
890,38.4
891,38.4
892,38.4
893,38.4
894,38.4
895,38.4
896,38.4
897,41.6
898,38.4
899,38.4
900,38.4
901,38.4
902,38.4
903,41.6
904,41.6
905,41.6
906,41.6
907,41.6
908,41.6
909,41.6
910,195.8
911,192.6
912,192.6
913,189.4
914,189.4
915,189.4
916,189.4
917,189.4
918,189.4
919,38.4
920,38.4
921,38.4
922,38.4
923,38.4
924,38.4
925,41.6
926,38.4
927,41.6
928,41.6
929,41.6
930,41.6
931,192.6
932,192.6
933,543.6
934,543.6
935,543.6
936,543.6
937,540.4
938,540.4
939,540.4
940,540.4
941,189.4
942,189.4
943,38.4
944,38.4
945,38.4
946,41.6
947,38.4
948,38.4
949,38.4
950,38.4
951,38.4
952,44.8
953,41.6
954,543.6
955,543.6
956,543.6
957,543.6
958,543.6
959,543.6
960,543.6
961,540.4
962,540.4
963,540.4
964,540.4
965,540.4
966,189.4
967,38.4
968,38.4
969,38.4
970,38.4
971,41.6
972,41.6
973,38.4
974,38.4
975,38.4
976,44.8
977,538.0052
978,543.6
979,546.8
980,543.6
981,543.6
982,543.6
983,543.6
984,543.6
985,540.4
986,540.4
987,540.4
988,540.4
989,540.4
990,540.4
991,540.4
992,543.6
993,540.4
994,189.4
995,540.4
996,189.4
997,189.4
998,540.4
999,540.4
1000,540.4
1001,540.4
1002,543.6
1003,543.6
1004,543.6
1005,543.6
1006,543.6
1007,543.6
1008,543.6
1009,540.4
1010,543.6
1011,540.4
1012,540.4
1013,540.4
1014,540.4
1015,543.6
1016,540.4
1017,540.4
1018,540.4
1019,540.4
1020,540.4
1021,540.4
1022,540.4
1023,540.4
1024,540.4
1025,540.4
1026,540.4
1027,543.6
1028,543.6
1029,543.6
1030,543.6
1031,543.6
1032,546.8
1033,540.4
1034,540.4
1035,38.4
1036,38.4
1037,38.4
1038,38.4
1039,38.4
1040,38.4
1041,38.4
1042,38.4
1043,38.4
1044,38.4
1045,38.4
1046,35.2
1047,38.4
1048,38.4
1049,41.6
1050,44.8
1051,41.6
1052,38.4
1053,41.6
1054,41.6
1055,41.6
1056,38.4
1057,38.4
1058,38.4
1059,38.4
1060,38.4
1061,35.2
1062,38.4
1063,38.4
1064,38.4
1065,38.4
1066,38.4
1067,38.4
1068,38.4
1069,38.4
1070,38.4
1071,38.4
1072,41.6
1073,41.6
1074,41.6
1075,423.7199
1076,337.1565
1077,543.6
1078,540.4
1079,546.8
1080,540.4
1081,540.4
1082,540.4
1083,537.2
1084,540.4
1085,537.2
1086,540.4
1087,434.3287
1088,38.4
1089,38.4
1090,38.4
1091,38.4
1092,38.4
1093,38.4
1094,38.4
1095,38.4
1096,41.6
1097,543.6
1098,543.6
1099,543.6
1100,543.6
1101,540.4
1102,543.6
1103,543.6
1104,543.6
1105,540.4
1106,540.4
1107,540.4
1108,540.4
1109,537.2
1110,540.4
1111,540.4
1112,540.4
1113,540.4
1114,540.4
1115,244.5131
1116,189.4
1117,366.6247
1118,540.4
1119,475.1988
1120,543.6
1121,543.6
1122,543.6
1123,543.6
1124,543.6
1125,543.6
1126,540.4
1127,543.6
1128,546.8
1129,537.2
1130,540.4
1131,540.4
1132,540.4
1133,540.4
1134,540.4
1135,540.4
1136,38.4
1137,38.4
1138,38.4
1139,38.4
1140,38.4
1141,38.4
1142,41.6
1143,38.4
1144,38.4
1145,38.4
1146,192.6
1147,546.8
1148,543.6
1149,543.6
1150,195.8
1151,543.6
1152,543.6
1153,543.6
1154,189.4
1155,540.4
1156,543.6
1157,540.4
1158,189.4
1159,41.6
1160,38.4
1161,38.4
1162,38.4
1163,41.6
1164,38.4
1165,38.4
1166,38.4
1167,38.4
1168,41.6
1169,189.4
1170,189.4
1171,192.6
1172,192.6
1173,192.6
1174,195.8
1175,192.6
1176,192.6
1177,540.4
1178,543.6
1179,540.4
1180,540.4
1181,540.4
1182,543.6
1183,189.4
1184,189.4
1185,189.4
1186,189.4
1187,192.6
1188,189.4
1189,189.4
1190,189.4
1191,189.4
1192,192.6
1193,540.4
1194,540.4
1195,543.6
1196,543.6
1197,546.8
1198,543.6
1199,543.6
1200,546.8
1201,540.4
1202,540.4
1203,543.6
1204,540.4
1205,540.4
1206,540.4
1207,540.4
1208,192.6
1209,540.4
1210,189.4
1211,189.4
1212,540.4
1213,189.4
1214,540.4
1215,540.4
1216,540.4
1217,540.4
1218,543.6
1219,546.8
1220,543.6
1221,543.6
1222,543.6
1223,543.6
1224,543.6
1225,540.4
1226,543.6
1227,540.4
1228,540.4
1229,540.4
1230,540.4
1231,38.4
1232,38.4
1233,38.4
1234,38.4
1235,41.6
1236,38.4
1237,38.4
1238,38.4
1239,38.4
1240,38.4
1241,38.4
1242,192.6
1243,543.6
1244,192.6
1245,543.6
1246,543.6
1247,543.6
1248,192.6
1249,189.4
1250,189.4
1251,189.4
1252,540.4
1253,540.4
1254,189.4
1255,189.4
1256,189.4
1257,189.4
1258,189.4
1259,189.4
1260,189.4
1261,189.4
1262,189.4
1263,189.4
1264,189.4
1265,189.4
1266,540.4
1267,543.6
1268,543.6
1269,543.6
1270,543.6
1271,543.6
1272,546.8
1273,540.4
1274,540.4
1275,540.4
1276,540.4
1277,543.6
1278,540.4
1279,537.2
1280,38.4
1281,38.4
1282,38.4
1283,38.4
1284,38.4
1285,38.4
1286,38.4
1287,38.4
1288,38.4
1289,38.4
1290,540.4
1291,543.6
1292,543.6
1293,543.6
1294,543.6
1295,543.6
1296,543.6
1297,540.4
1298,540.4
1299,540.4
1300,540.4
1301,540.4
1302,543.6
1303,480.1144
1304,38.4
1305,38.4
1306,38.4
1307,38.4
1308,38.4
1309,38.4
1310,38.4
1311,38.4
1312,38.4
1313,543.6
1314,540.4
1315,543.6
1316,543.6
1317,543.6
1318,543.6
1319,546.8
1320,543.6
1321,540.4
1322,540.4
1323,543.6
1324,540.4
1325,540.4
1326,192.6
1327,189.4
1328,189.4
1329,189.4
1330,189.4
1331,192.6
1332,189.4
1333,189.4
1334,189.4
1335,189.4
1336,189.4
1337,189.4
1338,189.4
1339,543.6
1340,195.8
1341,192.6
1342,192.6
1343,543.6
1344,192.6
1345,540.4
1346,540.4
1347,540.4
1348,540.4
1349,540.4
1350,543.6
1351,540.4
1352,189.4
1353,189.4
1354,189.4
1355,189.4
1356,189.4
1357,192.6
1358,189.4
1359,189.4
1360,189.4
1361,189.4
1362,189.4
1363,543.6
1364,543.6
1365,543.6
1366,543.6
1367,543.6
1368,543.6
1369,189.4
1370,540.4
1371,540.4
1372,540.4
1373,543.6
1374,307.1482
1375,38.4
1376,38.4
1377,38.4
1378,38.4
1379,38.4
1380,38.4
1381,38.4
1382,38.4
1383,38.4
1384,38.4
1385,41.6
1386,41.6
1387,44.8
1388,41.6
1389,41.6
1390,41.6
1391,41.6
1392,41.6
1393,38.4
1394,38.4
1395,38.4
1396,41.6
1397,38.4
1398,38.4
1399,38.4
1400,38.4
1401,38.4
1402,38.4
1403,38.4
1404,38.4
1405,38.4
1406,38.4
1407,38.4
1408,38.4
1409,41.6
1410,192.6
1411,192.6
1412,192.6
1413,192.6
1414,192.6
1415,192.6
1416,192.6
1417,189.4
1418,189.4
1419,189.4
1420,189.4
1421,186.2
1422,189.4
1423,38.4
1424,38.4
1425,38.4
1426,38.4
1427,38.4
1428,38.4
1429,38.4
1430,38.4
1431,38.4
1432,38.4
1433,38.4
1434,38.4
1435,41.6
1436,41.6
1437,41.6
1438,41.6
1439,41.6
1440,44.8
1441,38.4
1442,38.4
1443,38.4
1444,38.4
1445,38.4
1446,38.4
1447,38.4
1448,38.4
1449,38.4
1450,38.4
1451,38.4
1452,38.4
1453,38.4
1454,38.4
1455,38.4
1456,38.4
1457,41.6
1458,41.6
1459,41.6
1460,41.6
1461,41.6
1462,38.4
1463,192.6
1464,192.6
1465,189.4
1466,189.4
1467,189.4
1468,186.2
1469,189.4
1470,189.4
1471,38.4
1472,38.4
1473,38.4
1474,38.4
1475,38.4
1476,41.6
1477,38.4
1478,38.4
1479,38.4
1480,38.4
1481,543.6
1482,543.6
1483,543.6
1484,543.6
1485,546.8
1486,543.6
1487,543.6
1488,543.6
1489,540.4
1490,540.4
1491,540.4
1492,540.4
1493,540.4
1494,540.4
1495,540.4
1496,38.4
1497,38.4
1498,38.4
1499,38.4
1500,38.4
1501,38.4
1502,38.4
1503,38.4
1504,38.4
1505,189.4
1506,189.4
1507,192.6
1508,192.6
1509,192.6
1510,192.6
1511,192.6
1512,192.6
1513,540.4
1514,540.4
1515,540.4
1516,540.4
1517,540.4
1518,540.4
1519,540.4
1520,189.4
1521,189.4
1522,189.4
1523,540.4
1524,189.4
1525,537.2
1526,189.4
1527,189.4
1528,189.4
1529,540.4
1530,192.6
1531,543.6
1532,543.6
1533,543.6
1534,189.4
1535,543.6
1536,543.6
1537,540.4
1538,540.4
1539,540.4
1540,537.2
1541,540.4
1542,540.4
1543,38.4
1544,38.4
1545,38.4
1546,38.4
1547,35.2
1548,38.4
1549,38.4
1550,38.4
1551,38.4
1552,38.4
1553,41.6
1554,192.6
1555,543.6
1556,192.6
1557,334.8598
1558,543.6
1559,543.6
1560,543.6
1561,537.2
1562,540.4
1563,540.4
1564,540.4
1565,537.2
1566,189.4
1567,540.4
1568,38.4
1569,35.2
1570,38.4
1571,38.4
1572,38.4
1573,38.4
1574,38.4
1575,38.4
1576,41.6
1577,192.6
1578,192.6
1579,543.6
1580,192.6
1581,192.6
1582,189.4
1583,192.6
1584,192.6
1585,38.4
1586,35.2
1587,38.4
1588,38.4
1589,38.4
1590,35.2
1591,38.4
1592,38.4
1593,38.4
1594,38.4
1595,38.4
1596,38.4
1597,38.4
1598,38.4
1599,38.4
1600,35.2
1601,41.6
1602,41.6
1603,41.6
1604,41.6
1605,41.6
1606,41.6
1607,38.4
1608,41.6
1609,38.4
1610,38.4
1611,35.2
1612,38.4
1613,38.4
1614,38.4
1615,35.2
1616,38.4
1617,38.4
1618,186.2
1619,189.4
1620,189.4
1621,189.4
1622,189.4
1623,189.4
1624,192.6
1625,543.6
1626,540.4
1627,543.6
1628,543.6
1629,543.6
1630,543.6
1631,540.4
1632,543.6
1633,540.4
1634,537.2
1635,540.4
1636,537.2
1637,540.4
1638,540.4
1639,537.2
1640,189.4
1641,189.4
1642,540.4
1643,540.4
1644,540.4
1645,540.4
1646,189.4
1647,540.4
1648,195.8
1649,543.6
1650,543.6
1651,543.6
1652,543.6
1653,543.6
1654,543.6
1655,543.6
1656,543.6
1657,537.2
1658,540.4
1659,540.4
1660,540.4
1661,540.4
1662,540.4
1663,540.4
1664,189.4
1665,189.4
1666,189.4
1667,189.4
1668,189.4
1669,189.4
1670,189.4
1671,189.4
1672,189.4
1673,260.5633
1674,192.6
1675,543.6
1676,543.6
1677,543.6
1678,192.6
1679,195.8
1680,192.6
1681,540.4
1682,540.4
1683,540.4
1684,540.4
1685,537.2
1686,540.4
1687,540.4
1688,540.4
1689,540.4
1690,189.4
1691,540.4
1692,189.4
1693,189.4
1694,189.4
1695,189.4
1696,540.4
1697,537.2
1698,540.4
1699,543.6
1700,543.6
1701,543.6
1702,543.6
1703,543.6
1704,540.4
1705,540.4
1706,540.4
1707,540.4
1708,540.4
1709,540.4
1710,540.4
1711,540.4
1712,386.6489
1713,540.4
1714,540.4
1715,540.4
1716,294.2567
1717,540.4
1718,540.4
1719,540.4
1720,537.2
1721,540.4
1722,540.4
1723,540.4
1724,543.6
1725,543.6
1726,543.6
1727,543.6
1728,540.4
1729,540.4
1730,540.4
1731,540.4
1732,540.4
1733,537.2
1734,540.4
1735,38.4
1736,38.4
1737,38.4
1738,38.4
1739,35.2
1740,38.4
1741,38.4
1742,38.4
1743,35.2
1744,38.4
1745,41.6
1746,41.6
1747,192.6
1748,189.4
1749,192.6
1750,192.6
1751,189.4
1752,192.6
1753,189.4
1754,186.2
1755,189.4
1756,186.2
1757,189.4
1758,186.2
1759,38.4
1760,35.2
1761,38.4
1762,38.4
1763,38.4
1764,38.4
1765,38.4
1766,38.4
1767,38.4
1768,38.4
1769,543.6
1770,543.6
1771,543.6
1772,540.4
1773,543.6
1774,543.6
1775,543.6
1776,543.6
1777,540.4
1778,540.4
1779,540.4
1780,540.4
1781,540.4
1782,540.4
1783,540.4
1784,38.4
1785,38.4
1786,38.4
1787,38.4
1788,38.4
1789,38.4
1790,38.4
1791,38.4
1792,35.2
1793,38.4
1794,189.4
1795,192.6
1796,192.6
1797,192.6
1798,192.6
1799,192.6
1800,192.6
1801,189.4
1802,189.4
1803,189.4
1804,186.2
1805,189.4
1806,189.4
1807,38.4
1808,38.4
1809,38.4
1810,38.4
1811,38.4
1812,38.4
1813,38.4
1814,38.4
1815,38.4
1816,41.6
1817,540.4
1818,543.6
1819,543.6
1820,546.8
1821,543.6
1822,543.6
1823,543.6
1824,546.8
1825,540.4
1826,540.4
1827,540.4
1828,540.4
1829,543.6
1830,189.4
1831,38.4
1832,38.4
1833,38.4
1834,38.4
1835,38.4
1836,38.4
1837,35.2
1838,38.4
1839,38.4
1840,35.2
1841,189.4
1842,543.6
1843,543.6
1844,192.6
1845,540.4
1846,543.6
1847,543.6
1848,543.6
1849,540.4
1850,540.4
1851,540.4
1852,540.4
1853,540.4
1854,537.2
1855,540.4
1856,540.4
1857,540.4
1858,540.4
1859,189.4
1860,540.4
1861,540.4
1862,540.4
1863,537.2
1864,540.4
1865,543.6
1866,543.6
1867,543.6
1868,543.6
1869,543.6
1870,543.6
1871,543.6
1872,540.4
1873,540.4
1874,540.4
1875,540.4
1876,540.4
1877,540.4
1878,537.2
1879,540.4
1880,540.4
1881,537.2
1882,540.4
1883,189.4
1884,186.2
1885,189.4
1886,537.2
1887,540.4
1888,537.2
1889,543.6
1890,540.4
1891,543.6
1892,543.6
1893,540.4
1894,543.6
1895,543.6
1896,540.4
1897,540.4
1898,540.4
1899,537.2
1900,540.4
1901,540.4
1902,537.2
1903,540.4
1904,35.2
1905,38.4
1906,35.2
1907,38.4
1908,38.4
1909,35.2
1910,35.2
1911,38.4
1912,35.2
1913,192.6
1914,540.4
1915,543.6
1916,540.4
1917,543.6
1918,540.4
1919,543.6
1920,540.4
1921,189.4
1922,186.2
1923,540.4
1924,495.5372
1925,537.2
1926,189.4
1927,540.4
1928,186.2
1929,189.4
1930,189.4
1931,186.2
1932,189.4
1933,186.2
1934,189.4
1935,189.4
1936,186.2
1937,543.6
1938,543.6
1939,540.4
1940,543.6
1941,543.6
1942,543.6
1943,540.4
1944,543.6
1945,540.4
1946,540.4
1947,540.4
1948,537.2
1949,540.4
1950,540.4
1951,540.4
1952,540.4
1953,540.4
1954,537.2
1955,540.4
1956,537.2
1957,540.4
1958,540.4
1959,537.2
1960,540.4
1961,540.4
1962,543.6
1963,543.6
1964,540.4
1965,543.6
1966,543.6
1967,543.6
1968,540.4
1969,540.4
1970,540.4
1971,540.4
1972,540.4
1973,537.2
1974,540.4
1975,540.4
1976,189.4
1977,356.0016
1978,38.4
1979,38.4
1980,38.4
1981,35.2
1982,38.4
1983,38.4
1984,38.4
1985,38.4
1986,41.6
1987,41.6
1988,38.4
1989,41.6
1990,41.6
1991,41.6
1992,38.4
1993,38.4
1994,38.4
1995,35.2
1996,38.4
1997,38.4
1998,35.2
1999,38.4
2000,38.4
2001,35.2
2002,38.4
2003,35.2
2004,38.4
2005,189.4
2006,186.2
2007,189.4
2008,186.2
2009,192.6
2010,189.4
2011,192.6
2012,189.4
2013,41.6
2014,38.4
2015,41.6
2016,41.6
2017,35.2
2018,38.4
2019,38.4
2020,35.2
2021,38.4
2022,35.2
2023,38.4
2024,38.4
2025,35.2
2026,35.2
2027,35.2
2028,35.2
2029,35.2
2030,35.2
2031,35.2
2032,35.2
2033,35.2
2034,189.4
2035,189.4
2036,189.4
2037,189.4
2038,189.4
2039,189.4
2040,189.4
2041,186.2
2042,186.2
2043,186.2
2044,189.4
2045,186.2
2046,186.2
2047,35.2
2048,35.2
2049,35.2
2050,35.2
2051,35.2
2052,35.2
2053,35.2
2054,35.2
2055,35.2
2056,35.2
2057,38.4
2058,38.4
2059,38.4
2060,189.4
2061,189.4
2062,189.4
2063,189.4
2064,192.6
2065,186.2
2066,186.2
2067,186.2
2068,186.2
2069,189.4
2070,186.2
2071,35.2
2072,35.2
2073,35.2
2074,35.2
2075,35.2
2076,35.2
2077,35.2
2078,35.2
2079,35.2
2080,32
2081,38.4
2082,369.4685
2083,540.4
2084,540.4
2085,540.4
2086,543.6
2087,540.4
2088,540.4
2089,537.2
2090,347.1039
2091,537.2
2092,537.2
2093,239.2043
2094,186.2
2095,186.2
2096,186.2
2097,204.9463
2098,189.4
2099,186.2
2100,537.2
2101,186.2
2102,186.2
2103,186.2
2104,537.2
2105,540.4
2106,540.4
2107,540.4
2108,543.6
2109,540.4
2110,540.4
2111,543.6
2112,540.4
2113,537.2
2114,540.4
2115,537.2
2116,540.4
2117,537.2
2118,540.4
2119,537.2
2120,186.2
2121,540.4
2122,186.2
2123,186.2
2124,537.2
2125,186.2
2126,537.2
2127,189.4
2128,186.2
2129,189.4
2130,189.4
2131,189.4
2132,189.4
2133,189.4
2134,189.4
2135,189.4
2136,186.2
