*Hour,Load
541,3223
542,3167
543,3061
544,3066
545,3119
546,3231
547,3416
548,3486
549,3333
550,3184
551,3084
552,3094
553,3039
554,3145
555,3305
556,3357
557,3332
558,3173
559,3064
560,2887
561,3019
562,3075
563,3028
564,3015
565,2987
566,2872
567,2808
568,2869
569,3000
570,3193
571,3427
572,3504
573,3344
574,3209
575,3021
576,2954
577,2854
578,2936
579,3064
580,3209
581,3220
582,3123
583,3207
584,3191
585,3274
586,3433
587,3535
588,3611
589,3420
590,3417
591,3316
592,3345
593,3422
594,3426
595,3535
596,3567
597,3394
598,3233
599,3145
600,3122
601,3021
602,3105
603,3229
604,3328
605,3329
606,3242
607,3317
608,3311
609,3542
610,3710
611,3805
612,3817
613,3631
614,3723
615,3630
616,3517
617,3539
618,3513
619,3646
620,3614
621,3417
622,3247
623,3085
624,3028
625,2969
626,3032
627,3133
628,3251
629,3262
630,3239
631,3331
632,3263
633,3364
634,3565
635,3599
636,3564
637,3397
638,3476
639,3377
640,3393
641,3473
642,3479
643,3632
644,3678
645,3504
646,3299
647,3149
648,3105
649,2991
650,3054
651,3187
652,3309
653,3317
654,3191
655,3232
656,3139
657,3267
658,3429
659,3449
660,3463
661,3238
662,3283
663,3261
664,3238
665,3382
666,3416
667,3573
668,3579
669,3394
670,3227
671,3153
672,3129
673,3034
674,3099
675,3252
676,3390
677,3372
678,3226
679,3083
680,2932
681,3096
682,3269
683,3311
684,3249
685,3182
686,3162
687,3085
688,3045
689,3142
690,3286
691,3456
692,3516
693,3396
694,3249
695,3080
696,3070
697,2994
698,3029
699,3124
700,3245
701,3237
702,3155
703,2992
704,2776
705,2873
706,2992
707,3029
708,3035
709,2973
710,2880
711,2786
712,2845
713,3024
714,3182
715,3344
716,3450
717,3302
718,3147
719,2986
720,2983
721,2912
722,2965
723,3063
724,3167
725,3145
726,3079
727,2954
728,2862
729,3024
730,3058
731,3088
732,3091
733,3122
734,3159
735,3144
736,3127
737,3178
738,3314
739,3470
740,3483
741,3360
742,3177
743,3001
744,3010
745,2933
746,2995
747,3123
748,3242
749,3251
750,3256
751,3224
752,3131
753,3251
754,3329
755,3279
756,3283
757,3152
758,3131
759,3142
760,3128
761,3284
762,3397
763,3477
764,3542
765,3374
766,3194
767,3028
768,2990
769,2887
770,2963
771,3086
772,3169
773,3183
774,3144
775,3054
776,2843
777,2904
778,3038
779,3063
780,3046
781,2918
782,2828
783,2818
784,2906
785,3060
786,3239
787,3339
788,3403
789,3280
790,3144
791,3020
792,3007
793,2913
794,2968
795,3074
796,3183
797,3175
798,3198
799,3194
800,3091
801,3271
802,3333
803,3133
804,2892
805,2720
806,2761
807,2817
808,2843
809,2972
810,3182
811,3366
812,3495
813,3354
814,3219
815,3074
816,3043
817,2970
818,3019
819,3127
820,3234
821,3219
822,3161
823,3027
824,2792
825,2830
826,2951
827,2904
828,2839
829,2715
830,2643
831,2594
832,2650
833,2876
834,3066
835,3248
836,3391
837,3255
838,3058
839,2886
840,2835
841,2816
842,2875
843,3030
844,3136
845,3159
846,3121
847,3045
848,2927
849,3084
850,3215
851,3250
852,3236
853,3099
854,3130
855,3113
856,3180
857,3343
858,3344
859,3392
860,3403
861,3213
862,3065
863,2933
864,2898
865,2819
866,2862
867,2994
868,3070
869,3068
870,2966
871,2794
872,2745
873,2857
874,3054
875,3144
876,3188
877,3140
878,3223
879,3162
880,3112
881,3233
882,3304
883,3361
884,3378
885,3174
886,2995
887,2854
888,2819
889,2791
890,2864
891,2980
892,3058
893,3036
894,2943
895,2803
896,2643
897,2716
898,2807
899,2870
900,2834
901,2798
902,2632
903,2651
904,2707
905,2826
906,3041
907,3193
908,3315
909,3189
910,3054
911,2940
912,2881
913,2835
914,2907
915,3052
916,3161
917,3183
918,3162
919,3093
920,2996
921,3184
922,3450
923,3574
924,3448
925,3258
926,3338
927,3267
928,3223
929,3387
930,3406
931,3456
932,3538
933,3361
934,3177
935,3049
936,2991
937,2854
938,2925
939,3091
940,3208
941,3205
942,3170
943,3132
944,3026
945,3147
946,3340
947,3380
948,3350
949,3161
950,3271
951,3206
952,3232
953,3409
954,3410
955,3433
956,3522
957,3336
958,3170
959,3068
960,3027
961,2908
962,2945
963,3095
964,3191
965,3204
966,3147
967,3086
968,3023
969,3235
970,3405
971,3452
972,3442
973,3246
974,3317
975,3297
976,3310
977,3421
978,3380
979,3443
980,3496
981,3308
982,3132
983,2974
984,2891
985,2850
986,2920
987,3049
988,3161
989,3119
990,3100
991,3067
992,3094
993,3345
994,3465
995,3302
996,3407
997,3299
998,3392
999,3358
1000,3364
1001,3514
1002,3465
1003,3501
1004,3545
1005,3326
1006,3184
1007,3064
1008,2999
1009,2901
1010,2980
1011,3105
1012,3238
1013,3194
1014,3160
1015,3162
1016,3194
1017,3433
1018,3501
1019,3398
1020,3496
1021,3419
1022,3563
1023,3537
1024,3532
1025,3565
1026,3541
1027,3553
1028,3491
1029,3292
1030,3123
1031,3027
1032,2974
1033,2864
1034,2916
1035,3026
1036,3169
1037,3115
1038,3043
1039,2950
1040,2966
1041,3063
1042,3199
1043,3063
1044,3057
1045,2940
1046,3024
1047,2907
1048,2852
1049,2979
1050,3090
1051,3213
1052,3319
1053,3152
1054,3022
1055,2927
1056,2886
1057,2775
1058,2835
1059,2959
1060,3079
1061,3047
1062,2982
1063,2755
1064,2579
1065,2606
1066,2707
1067,2828
1068,2862
1069,2896
1070,2804
1071,2724
1072,2691
1073,2840
1074,3074
1075,3158
1076,3317
1077,3179
1078,3011
1079,2822
1080,2753
1081,2682
1082,2758
1083,2918
1084,3047
1085,3045
1086,3010
1087,2965
1088,2949
1089,3127
1090,3265
1091,3287
1092,3312
1093,3123
1094,3274
1095,3262
1096,3261
1097,3387
1098,3397
1099,3436
1100,3511
1101,3303
1102,3126
1103,2968
1104,2905
1105,2810
1106,2872
1107,3023
1108,3166
1109,3153
1110,3063
1111,3027
1112,2975
1113,3169
1114,3300
1115,3278
1116,3285
1117,3157
1118,3270
1119,3248
1120,3325
1121,3426
1122,3386
1123,3455
1124,3491
1125,3295
1126,3113
1127,2948
1128,2856
1129,2765
1130,2838
1131,2987
1132,3115
1133,3059
1134,3030
1135,2995
1136,2944
1137,3084
1138,3214
1139,3277
1140,3289
1141,3105
1142,3234
1143,3215
1144,3280
1145,3428
1146,3419
1147,3440
1148,3520
1149,3305
1150,3107
1151,2927
1152,2839
1153,2772
1154,2814
1155,2991
1156,3089
1157,3053
1158,2976
1159,2955
1160,2995
1161,3271
1162,3446
1163,3453
1164,3379
1165,3194
1166,3459
1167,3467
1168,3489
1169,3532
1170,3490
1171,3529
1172,3531
1173,3318
1174,3149
1175,3022
1176,2952
1177,2825
1178,2873
1179,3045
1180,3162
1181,3145
1182,3077
1183,3013
1184,2976
1185,3189
1186,3527
1187,3633
1188,3694
1189,3399
1190,3485
1191,3407
1192,3343
1193,3460
1194,3440
1195,3422
1196,3494
1197,3312
1198,3135
1199,3014
1200,2942
1201,2816
1202,2866
1203,2998
1204,3153
1205,3051
1206,2954
1207,2851
1208,2784
1209,2895
1210,3023
1211,3053
1212,3078
1213,2997
1214,2977
1215,3016
1216,3041
1217,3139
1218,3170
1219,3233
1220,3297
1221,3129
1222,2989
1223,2938
1224,2866
1225,2792
1226,2824
1227,2958
1228,3072
1229,3006
1230,2916
1231,2844
1232,2771
1233,2842
1234,2932
1235,2920
1236,2977
1237,2969
1238,2870
1239,2869
1240,2963
1241,3066
1242,3158
1243,3233
1244,3305
1245,3161
1246,2980
1247,2822
1248,2732
1249,2637
1250,2668
1251,2812
1252,2955
1253,2934
1254,2911
1255,2949
1256,2973
1257,3211
1258,3321
1259,3352
1260,3349
1261,3137
1262,3401
1263,3305
1264,3316
1265,3424
1266,3409
1267,3406
1268,3435
1269,3254
1270,3094
1271,2959
1272,2889
1273,2789
1274,2818
1275,2932
1276,3068
1277,3075
1278,3037
1279,3038
1280,3061
1281,3255
1282,3365
1283,3284
1284,3268
1285,3077
1286,3238
1287,3253
1288,3250
1289,3398
1290,3360
1291,3350
1292,3442
1293,3265
1294,3088
1295,2914
1296,2823
1297,2709
1298,2739
1299,2874
1300,3023
1301,2983
1302,2889
1303,2862
1304,2875
1305,3127
1306,3333
1307,3395
1308,3398
1309,3225
1310,3379
1311,3347
1312,3382
1313,3504
1314,3417
1315,3379
1316,3448
1317,3276
1318,3125
1319,2948
1320,2840
1321,2722
1322,2757
1323,2910
1324,3006
1325,2976
1326,2901
1327,2922
1328,2983
1329,3157
1330,3330
1331,3411
1332,3469
1333,3286
1334,3419
1335,3470
1336,3492
1337,3538
1338,3465
1339,3453
1340,3519
1341,3332
1342,3183
1343,3004
1344,2905
1345,2798
1346,2817
1347,2972
1348,3124
1349,3078
1350,3030
1351,3027
1352,3084
1353,3352
1354,3516
1355,3642
1356,3689
1357,3532
1358,3637
1359,3617
1360,3599
1361,3626
1362,3565
1363,3570
1364,3549
1365,3351
1366,3155
1367,3020
1368,2911
1369,2783
1370,2769
1371,2896
1372,3028
1373,3021
1374,2921
1375,2847
1376,2906
1377,3058
1378,3208
1379,3171
1380,3189
1381,3047
1382,3077
1383,3127
1384,3072
1385,3073
1386,3123
1387,3209
1388,3280
1389,3100
1390,2972
1391,2866
1392,2792
1393,2659
1394,2717
1395,2841
1396,3007
1397,2942
1398,2822
1399,2667
1400,2643
1401,2749
1402,2877
1403,2784
1404,2769
1405,2805
1406,2720
1407,2664
1408,2714
1409,2822
1410,2990
1411,3125
1412,3302
1413,3188
1414,2967
1415,2777
1416,2680
1417,2601
1418,2668
1419,2810
1420,2930
1421,2935
1422,2917
1423,2881
1424,2815
1425,2980
1426,3169
1427,3202
1428,3200
1429,3037
1430,3153
1431,3133
1432,3168
1433,3300
1434,3310
1435,3321
1436,3380
1437,3232
1438,3037
1439,2896
1440,2838
1441,2737
1442,2785
1443,2921
1444,3043
1445,3059
1446,2952
1447,2957
1448,3043
1449,3234
1450,3425
1451,3445
1452,3460
1453,3324
1454,3501
1455,3527
1456,3498
1457,3546
1458,3523
1459,3532
1460,3505
1461,3296
1462,3104
1463,2919
1464,2846
1465,2760
1466,2825
1467,2961
1468,3124
1469,3123
1470,3067
1471,3046
1472,3101
1473,3246
1474,3346
1475,3430
1476,3418
1477,3174
1478,3263
1479,3249
1480,3326
1481,3448
1482,3396
1483,3395
1484,3463
1485,3288
1486,3068
1487,2944
1488,2862
1489,2779
1490,2827
1491,2973
1492,3098
1493,3120
1494,3018
1495,3021
1496,3041
1497,3189
1498,3331
1499,3314
1500,3326
1501,3187
1502,3378
1503,3379
1504,3378
1505,3485
1506,3422
1507,3416
1508,3467
1509,3294
1510,3113
1511,2943
1512,2832
1513,2734
1514,2782
1515,2980
1516,3139
1517,3105
1518,3029
1519,3063
1520,3119
1521,3328
1522,3418
1523,3388
1524,3361
1525,3173
1526,3287
1527,3304
1528,3280
1529,3397
1530,3403
1531,3388
1532,3484
1533,3305
1534,3132
1535,3065
1536,2985
1537,2892
1538,2914
1539,3042
1540,3164
1541,3141
1542,3020
1543,2872
1544,2816
1545,2912
1546,3011
1547,3030
1548,3047
1549,2916
1550,2892
1551,2896
1552,2963
1553,3083
1554,3140
1555,3201
1556,3315
1557,3133
1558,3000
1559,2889
1560,2849
1561,2768
1562,2827
1563,2970
1564,3081
1565,3081
1566,2938
1567,2783
1568,2676
1569,2678
1570,2755
1571,2760
1572,2709
1573,2676
1574,2699
1575,2658
1576,2749
1577,2886
1578,3058
1579,3126
1580,3266
1581,3191
1582,2967
1583,2816
1584,2753
1585,2630
1586,2700
1587,2852
1588,3006
1589,3013
1590,2941
1591,2933
1592,3008
1593,3177
1594,3244
1595,3220
1596,3219
1597,3031
1598,3213
1599,3206
1600,3216
1601,3364
1602,3343
1603,3349
1604,3442
1605,3309
1606,3148
1607,2965
1608,2908
1609,2798
1610,2870
1611,2998
1612,3163
1613,3110
1614,3022
1615,3033
1616,2980
1617,3120
1618,3281
1619,3309
1620,3279
1621,3079
1622,3168
1623,3191
1624,3194
1625,3372
1626,3369
1627,3327
1628,3399
1629,3267
1630,3076
1631,2939
1632,2862
1633,2776
1634,2817
1635,2975
1636,3101
1637,3113
1638,3072
1639,3070
1640,3063
1641,3229
1642,3315
1643,3255
1644,3188
1645,3005
1646,3170
1647,3192
1648,3265
1649,3366
1650,3356
1651,3355
1652,3417
1653,3271
1654,3089
1655,2992
1656,2902
1657,2784
1658,2826
1659,2979
1660,3097
1661,3137
1662,3055
1663,3044
1664,3073
1665,3215
1666,3296
1667,3222
1668,3270
1669,3096
1670,3300
1671,3320
1672,3312
1673,3401
1674,3401
1675,3403
1676,3484
1677,3324
1678,3132
1679,3008
1680,2940
1681,2864
1682,2876
1683,3016
1684,3107
1685,3117
1686,3068
1687,3017
1688,3074
1689,3233
1690,3315
1691,3324
1692,3295
1693,3117
1694,3233
1695,3220
1696,3282
1697,3416
1698,3364
1699,3330
1700,3369
1701,3224
1702,3044
1703,2967
1704,2913
1705,2828
1706,2804
1707,2952
1708,3102
1709,3084
1710,2953
1711,2879
1712,2866
1713,2989
1714,3075
1715,3086
1716,3102
1717,3004
1718,2997
1719,2998
1720,3074
1721,3141
1722,3178
1723,3186
1724,3197
1725,3059
1726,2907
1727,2810
1728,2778
1729,2694
1730,2708
1731,2862
1732,2974
1733,2942
1734,2847
1735,2760
1736,2663
1737,2722
1738,2807
1739,2780
1740,2749
1741,2773
1742,2752
1743,2734
1744,2739
1745,2897
1746,3054
1747,3115
1748,3234
1749,3145
1750,2969
1751,2785
1752,2722
1753,2607
1754,2632
1755,2809
1756,2963
1757,2988
1758,2918
1759,2954
1760,3008
1761,3113
1762,3286
1763,3340
1764,3299
1765,3145
1766,3244
1767,3178
1768,3154
1769,3302
1770,3334
1771,3313
1772,3410
1773,3269
1774,3069
1775,2918
1776,2834
1777,2757
1778,2779
1779,2943
1780,3095
1781,3078
1782,3006
1783,2947
1784,2982
1785,3148
1786,3273
1787,3280
1788,3227
1789,3063
1790,3221
1791,3197
1792,3213
1793,3379
1794,3372
1795,3331
1796,3363
1797,3219
1798,3030
1799,2885
1800,2820
1801,2746
1802,2756
1803,2927
1804,3046
1805,3111
1806,2967
1807,2910
1808,2909
1809,3062
1810,3285
1811,3328
1812,3335
1813,3170
1814,3345
1815,3321
1816,3303
1817,3388
1818,3359
1819,3377
1820,3414
1821,3233
1822,3070
1823,2947
1824,2841
1825,2732
1826,2789
1827,2965
1828,3105
1829,3091
1830,3018
1831,3046
1832,3130
1833,3377
1834,3524
1835,3527
1836,3451
1837,3253
1838,3448
1839,3455
1840,3405
1841,3460
1842,3432
1843,3423
1844,3449
1845,3272
1846,3067
1847,2969
1848,2929
1849,2803
1850,2827
1851,2985
1852,3107
1853,3135
1854,3039
1855,2986
1856,3011
1857,3206
1858,3390
1859,3439
1860,3426
1861,3238
1862,3418
1863,3408
1864,3399
1865,3475
1866,3422
1867,3365
1868,3413
1869,3232
1870,3057
1871,2964
1872,2865
1873,2762
1874,2782
1875,2936
1876,3058
1877,3055
1878,2938
1879,2786
1880,2777
1881,2936
1882,3082
1883,3123
1884,3145
1885,3004
1886,3072
1887,3016
1888,3007
1889,3101
1890,3171
1891,3166
1892,3247
1893,3132
1894,2979
1895,2895
1896,2824
1897,2711
1898,2748
1899,2886
1900,2997
1901,2981
1902,2869
1903,2744
1904,2694
1905,2820
1906,2876
1907,2930
1908,3004
1909,2956
1910,2945
1911,2943
1912,2951
1913,3093
1914,3186
1915,3218
1916,3321
1917,3201
1918,3011
1919,2826
1920,2674
1921,2550
1922,2574
1923,2682
1924,2859
1925,2894
1926,2851
1927,2870
1928,2883
1929,3180
1930,3483
1931,3492
1932,3560
1933,3334
1934,3429
1935,3395
1936,3364
1937,3466
1938,3425
1939,3395
1940,3423
1941,3277
1942,3086
1943,2933
1944,2798
1945,2700
1946,2726
1947,2834
1948,3011
1949,2987
1950,2963
1951,2939
1952,2936
1953,3205
1954,3356
1955,3401
1956,3446
1957,3265
1958,3365
1959,3397
1960,3438
1961,3545
1962,3434
1963,3408
1964,3457
1965,3298
1966,3089
1967,2916
1968,2788
1969,2673
1970,2650
1971,2782
1972,2942
1973,2956
1974,2863
1975,2843
1976,2984
1977,3241
1978,3362
1979,3359
1980,3380
1981,3223
1982,3386
1983,3379
1984,3409
1985,3521
1986,3428
1987,3424
1988,3455
1989,3295
1990,3100
1991,2910
1992,2795
1993,2674
1994,2679
1995,2812
1996,2981
1997,3001
1998,2918
1999,2941
2000,3115
2001,3409
2002,3595
2003,3592
2004,3648
2005,3396
2006,3580
2007,3586
2008,3558
2009,3613
2010,3537
2011,3492
2012,3497
2013,3298
2014,3123
2015,3012
2016,2876
2017,2767
2018,2781
2019,2898
2020,3080
2021,3100
2022,3064
2023,3139
2024,3269
2025,3566
2026,3762
2027,3791
2028,3809
2029,3588
2030,3700
2031,3672
2032,3592
2033,3615
2034,3530
2035,3492
2036,3490
2037,3314
2038,3146
2039,3016
2040,2920
2041,2817
2042,2814
2043,2918
2044,3057
2045,3058
2046,2909
2047,2813
2048,2814
2049,2893
2050,3167
2051,3292
2052,3339
2053,3273
2054,3331
2055,3260
2056,3269
2057,3385
2058,3398
2059,3359
2060,3433
2061,3307
2062,3145
2063,3047
2064,2938
2065,2801
2066,2808
2067,2943
2068,3050
2069,3008
2070,2955
2071,2815
2072,2783
2073,2971
2074,3079
2075,3132
2076,3174
2077,3187
2078,3189
2079,3121
2080,3145
2081,3268
2082,3374
2083,3430
2084,3483
2085,3395
2086,3205
2087,2980
2088,2855
2089,2680
2090,2700
2091,2828
2092,2950
2093,3006
2094,2958
2095,2989
2096,3096
2097,3377
2098,3562
2099,3545
2100,3622
2101,3490
2102,3659
2103,3661
2104,3612
2105,3686
2106,3594
2107,3534
2108,3550
2109,3402
2110,3213
2111,3000
2112,2840
2113,2722
2114,2726
2115,2838
2116,2997
2117,2985
2118,2924
2119,2892
2120,3015
2121,3350
2122,3676
2123,3672
2124,3783
2125,3555
2126,3708
2127,3696
2128,3620
2129,3664
2130,3629
2131,3582
2132,3581
2133,3363
2134,3160
2135,3043
2136,2928
2137,2819
2138,2776
2139,2888
2140,3046
2141,3104
2142,3086
2143,3090
2144,3188
2145,3519
2146,3674
2147,3705
2148,3717
2149,3528
2150,3704
2151,3707
2152,3668
2153,3682
2154,3654
2155,3618
2156,3584
2157,3407
2158,3202
2159,3057
2160,2892
2161,2732
2162,2735
2163,2867
2164,3015
2165,3026
2166,2992
2167,2974
2168,3030
2169,3245
2170,3403
2171,3461
2172,3489
2173,3309
2174,3529
2175,3519
2176,3532
2177,3577
2178,3553
2179,3519
2180,3533
2181,3362
2182,3168
2183,3083
2184,2920
2185,2767
2186,2736
2187,2885
2188,3029
2189,3062
2190,2982
2191,2932
2192,3012
2193,3330
2194,3532
2195,3550
2196,3564
2197,3413
2198,3547
2199,3559
2200,3578
2201,3678
2202,3610
2203,3542
2204,3538
2205,3389
2206,3190
2207,3044
2208,2930
2209,2829
2210,2787
2211,2889
2212,3076
2213,3063
2214,2948
2215,2842
2216,2896
2217,3044
2218,3166
2219,3155
2220,3193
2221,3152
2222,3267
2223,3339
2224,3341
2225,3413
2226,3373
2227,3387
2228,3479
2229,3333
2230,3169
2231,3037
2232,2964
2233,2838
2234,2809
2235,2919
2236,3046
2237,3003
2238,2871
2239,2780
2240,2794
2241,2956
2242,3199
2243,3266
2244,3354
2245,3416
2246,3404
2247,3438
2248,3517
2249,3691
2250,3750
2251,3717
2252,3785
2253,3658
2254,3421
2255,3167
2256,2980
2257,2793
2258,2739
2259,2864
2260,3020
2261,3004
2262,2929
2263,2966
2264,3136
2265,3622
2266,3981
2267,4126
2268,4208
2269,4118
2270,4147
2271,4114
2272,4110
2273,4076
2274,3924
2275,3818
2276,3803
2277,3576
2278,3380
2279,3170
2280,3027
2281,2869
2282,2824
2283,2936
2284,3112
2285,3117
2286,3062
2287,3166
2288,3336
2289,3667
2290,3833
2291,3855
2292,3849
2293,3725
2294,3879
2295,3879
2296,3870
2297,3982
2298,3854
2299,3747
2300,3776
2301,3612
2302,3381
2303,3174
2304,3028
2305,2864
2306,2813
2307,2924
2308,3069
2309,3090
2310,3047
2311,3107
2312,3279
2313,3673
2314,3863
2315,3873
2316,3923
2317,3814
2318,3983
2319,3999
2320,3998
2321,4050
2322,3934
2323,3800
2324,3810
2325,3597
2326,3355
2327,3169
2328,3036
2329,2880
2330,2833
2331,2970
2332,3117
2333,3117
2334,3016
2335,3023
2336,3174
2337,3567
2338,3821
2339,3908
2340,3922
2341,3747
2342,3926
2343,4047
2344,4035
2345,4136
2346,4034
2347,3916
2348,3829
2349,3624
2350,3365
2351,3179
2352,3051
2353,2859
2354,2815
2355,2929
2356,3101
2357,3132
2358,3066
2359,3132
2360,3265
2361,3583
2362,3870
2363,3907
2364,3906
2365,3742
2366,3904
2367,3911
2368,3942
2369,4034
2370,3883
2371,3723
2372,3710
2373,3521
2374,3321
2375,3155
2376,3046
2377,2856
2378,2788
2379,2877
2380,3030
2381,3013
2382,2928
2383,2885
2384,2979
2385,3170
2386,3382
2387,3411
2388,3456
2389,3427
2390,3380
2391,3456
2392,3450
2393,3519
2394,3546
2395,3536
2396,3590
2397,3439
2398,3203
2399,3067
2400,2943
2401,2796
2402,2736
2403,2859
2404,3026
2405,3013
2406,2930
2407,2928
2408,2864
2409,2968
2410,3155
2411,3285
2412,3318
2413,3375
2414,3324
2415,3311
2416,3362
2417,3484
2418,3551
2419,3523
2420,3599
2421,3475
2422,3294
2423,3068
2424,2918
2425,2760
2426,2715
2427,2809
2428,2970
2429,2988
2430,3018
2431,3123
2432,3277
2433,3679
2434,3926
2435,3969
2436,3958
2437,3803
2438,4018
2439,3996
2440,3959
2441,4014
2442,3910
2443,3847
2444,3830
2445,3636
2446,3410
2447,3211
2448,3023
2449,2854
2450,2804
2451,2897
2452,3078
2453,3104
2454,3041
2455,3131
2456,3328
2457,3710
2458,3954
2459,4060
2460,4019
2461,3826
2462,3965
2463,4015
2464,3985
2465,4031
2466,3901
2467,3848
2468,3871
2469,3655
2470,3416
2471,3180
2472,3042
2473,2880
2474,2785
2475,2907
2476,3067
2477,3069
2478,3031
2479,3002
2480,3177
2481,3561
2482,3821
2483,3936
2484,3976
2485,3797
2486,3920
2487,3893
2488,3876
2489,3903
2490,3839
2491,3800
2492,3796
2493,3570
2494,3320
2495,3092
2496,2963
2497,2762
